trial_id,product_ids,display_product,historical_product_name,species_tags,challenge_tags,country,year,sample_size,duration,dosage,comparator,evidence_type,evidence_strength,headline,customer_facing_summary,result_index,result_metric,control_value,treatment_value,unit,effect_or_note,source_pdf_pages,source_document
novosol-broiler-lithuania-2022,novosol,Novosol,,broiler,gut-health|mortality|fcr-weight-gain|antibiotic-reduction,Lithuania,2022,52979,41/43 days,,,field-trial,5,"52,979-broiler antibiotic-comparator trial","Compared with an amoxicillin-treated control, Novosol showed better performance and intestinal morphology.",2,Mortality,2.06,2.03,%,,48|49,Science in the Field Booklet.pdf
novosol-broiler-lithuania-2022,novosol,Novosol,,broiler,gut-health|mortality|fcr-weight-gain|antibiotic-reduction,Lithuania,2022,52979,41/43 days,,,field-trial,5,"52,979-broiler antibiotic-comparator trial","Compared with an amoxicillin-treated control, Novosol showed better performance and intestinal morphology.",3,FCR,1.69,1.66,ratio,,48|49,Science in the Field Booklet.pdf
novosol-broiler-lithuania-2022,novosol,Novosol,,broiler,gut-health|mortality|fcr-weight-gain|antibiotic-reduction,Lithuania,2022,52979,41/43 days,,,field-trial,5,"52,979-broiler antibiotic-comparator trial","Compared with an amoxicillin-treated control, Novosol showed better performance and intestinal morphology.",4,Mucosal thickness,438,561,µm,,48|49,Science in the Field Booklet.pdf
novovital-broiler-bangladesh-2023,novovital,NovoVital,,broiler,gut-health|mortality|fcr-weight-gain|antibiotic-reduction,Bangladesh,2023,180,28 days,0.5/1.0/2.0 mL/L,,controlled-trial,5,"Broiler growth, FCR and survivability trial","NovoVital improved body weight, FCR and survivability versus control.",1,Final BW,1593,1662,g,+4.33%,50|51,Science in the Field Booklet.pdf
novovital-broiler-bangladesh-2023,novovital,NovoVital,,broiler,gut-health|mortality|fcr-weight-gain|antibiotic-reduction,Bangladesh,2023,180,28 days,0.5/1.0/2.0 mL/L,,controlled-trial,5,"Broiler growth, FCR and survivability trial","NovoVital improved body weight, FCR and survivability versus control.",2,Overall BW,,,%,+4.84%,50|51,Science in the Field Booklet.pdf
novovital-broiler-bangladesh-2023,novovital,NovoVital,,broiler,gut-health|mortality|fcr-weight-gain|antibiotic-reduction,Bangladesh,2023,180,28 days,0.5/1.0/2.0 mL/L,,controlled-trial,5,"Broiler growth, FCR and survivability trial","NovoVital improved body weight, FCR and survivability versus control.",3,Week-4 FCR,1.51,1.43,ratio,-5.30%,50|51,Science in the Field Booklet.pdf
novovital-broiler-bangladesh-2023,novovital,NovoVital,,broiler,gut-health|mortality|fcr-weight-gain|antibiotic-reduction,Bangladesh,2023,180,28 days,0.5/1.0/2.0 mL/L,,controlled-trial,5,"Broiler growth, FCR and survivability trial","NovoVital improved body weight, FCR and survivability versus control.",4,Mortality,8.92,5.26,%,-41.06%,50|51,Science in the Field Booklet.pdf
novovital-broiler-bangladesh-2023,novovital,NovoVital,,broiler,gut-health|mortality|fcr-weight-gain|antibiotic-reduction,Bangladesh,2023,180,28 days,0.5/1.0/2.0 mL/L,,controlled-trial,5,"Broiler growth, FCR and survivability trial","NovoVital improved body weight, FCR and survivability versus control.",5,LDL,78.2,69.8,mg/dL,,50|51,Science in the Field Booklet.pdf
novovital-broiler-bangladesh-field,novovital,NovoVital,,broiler,gut-health|mortality|fcr-weight-gain|water-quality,Bangladesh,,3000,36 days,,,field-trial,4,"3,000-broiler commercial field trial","NovoVital improved FCR, body weight, mortality and litter quality.",1,FCR,1.68,1.56,ratio,-7.14%,52|53,Science in the Field Booklet.pdf
novovital-broiler-bangladesh-field,novovital,NovoVital,,broiler,gut-health|mortality|fcr-weight-gain|water-quality,Bangladesh,,3000,36 days,,,field-trial,4,"3,000-broiler commercial field trial","NovoVital improved FCR, body weight, mortality and litter quality.",2,Mortality,1.8,1.2,%,-33%,52|53,Science in the Field Booklet.pdf
novovital-broiler-bangladesh-field,novovital,NovoVital,,broiler,gut-health|mortality|fcr-weight-gain|water-quality,Bangladesh,,3000,36 days,,,field-trial,4,"3,000-broiler commercial field trial","NovoVital improved FCR, body weight, mortality and litter quality.",3,Average BW,2.2,2.3,kg,+4.5%,52|53,Science in the Field Booklet.pdf
novovital-broiler-bangladesh-field,novovital,NovoVital,,broiler,gut-health|mortality|fcr-weight-gain|water-quality,Bangladesh,,3000,36 days,,,field-trial,4,"3,000-broiler commercial field trial","NovoVital improved FCR, body weight, mortality and litter quality.",4,Litter,,,,Better; wet litter in control,52|53,Science in the Field Booklet.pdf
novovital-broiler-italy-2014,novovital,NovoVital,,broiler,gut-health|mortality|fcr-weight-gain|antibiotic-reduction,Italy,2014,12000,50 days,,,field-trial,4,"12,000-broiler comparison trial","NovoVital-treated broilers showed higher average weight, better FCR and fewer deaths.",1,Deaths,401,260,birds,-35.16%,54|55,Science in the Field Booklet.pdf
novovital-broiler-italy-2014,novovital,NovoVital,,broiler,gut-health|mortality|fcr-weight-gain|antibiotic-reduction,Italy,2014,12000,50 days,,,field-trial,4,"12,000-broiler comparison trial","NovoVital-treated broilers showed higher average weight, better FCR and fewer deaths.",2,Average weight,3.5,3.55,kg,+1.42%,54|55,Science in the Field Booklet.pdf
novovital-broiler-italy-2014,novovital,NovoVital,,broiler,gut-health|mortality|fcr-weight-gain|antibiotic-reduction,Italy,2014,12000,50 days,,,field-trial,4,"12,000-broiler comparison trial","NovoVital-treated broilers showed higher average weight, better FCR and fewer deaths.",3,FCR,1.79,1.75,ratio,-2.23%,54|55,Science in the Field Booklet.pdf
novovital-broiler-italy-2018,novovital,NovoVital,,broiler,gut-health|antibiotic-reduction|mortality,Italy,2018,2700,44 days,,,field-trial,3,Coccidiosis-prevention comparison,NovoVital maintained good broiler health and performance in comparison with a coccidiostat program.,1,Clinical coccidiosis signs,,,,None typical reported,56|57,Science in the Field Booklet.pdf
novovital-broiler-italy-2018,novovital,NovoVital,,broiler,gut-health|antibiotic-reduction|mortality,Italy,2018,2700,44 days,,,field-trial,3,Coccidiosis-prevention comparison,NovoVital maintained good broiler health and performance in comparison with a coccidiostat program.,2,Final average weight,,,,Slightly higher than coccidiostat,56|57,Science in the Field Booklet.pdf
novovital-broiler-italy-2018,novovital,NovoVital,,broiler,gut-health|antibiotic-reduction|mortality,Italy,2018,2700,44 days,,,field-trial,3,Coccidiosis-prevention comparison,NovoVital maintained good broiler health and performance in comparison with a coccidiostat program.,3,Oocysts,,,,Limited in both groups late trial,56|57,Science in the Field Booklet.pdf
ovostrong-layer-peru-2014,ovostrong,Ovostrong,,layer,egg-performance|eggshell-quality|mortality,Peru,2014,31528,8 weeks,1 kg/ton,,field-trial,5,"31,528-layer egg-quality trial",Ovostrong improved egg quality and production while reducing breakage and mortality.,1,Breakage,1.53,1.21,%,-20.92%,58|59,Science in the Field Booklet.pdf
ovostrong-layer-peru-2014,ovostrong,Ovostrong,,layer,egg-performance|eggshell-quality|mortality,Peru,2014,31528,8 weeks,1 kg/ton,,field-trial,5,"31,528-layer egg-quality trial",Ovostrong improved egg quality and production while reducing breakage and mortality.,2,Mortality,2.34,1.73,%,,58|59,Science in the Field Booklet.pdf
ovostrong-layer-peru-2014,ovostrong,Ovostrong,,layer,egg-performance|eggshell-quality|mortality,Peru,2014,31528,8 weeks,1 kg/ton,,field-trial,5,"31,528-layer egg-quality trial",Ovostrong improved egg quality and production while reducing breakage and mortality.,3,Prolapse,1.04,0.76,%,,58|59,Science in the Field Booklet.pdf
ovostrong-layer-peru-2014,ovostrong,Ovostrong,,layer,egg-performance|eggshell-quality|mortality,Peru,2014,31528,8 weeks,1 kg/ton,,field-trial,5,"31,528-layer egg-quality trial",Ovostrong improved egg quality and production while reducing breakage and mortality.,4,Egg production,89.13,89.77,%,,58|59,Science in the Field Booklet.pdf
ovostrong-layer-peru-2014,ovostrong,Ovostrong,,layer,egg-performance|eggshell-quality|mortality,Peru,2014,31528,8 weeks,1 kg/ton,,field-trial,5,"31,528-layer egg-quality trial",Ovostrong improved egg quality and production while reducing breakage and mortality.,5,Class AA eggs,46.38,48.85,%,,58|59,Science in the Field Booklet.pdf
ovostrong-layer-philippines-2018,ovostrong,Ovostrong,,layer,egg-performance|eggshell-quality,Philippines,2018,1512,22 weeks,,,controlled-trial,5,Older-layer peak-performance trial,"Ovostrong improved production, shell quality, feed efficiency and profitability in older layers.",1,Total eggs,37328,40253,eggs,,60|61,Science in the Field Booklet.pdf
ovostrong-layer-philippines-2018,ovostrong,Ovostrong,,layer,egg-performance|eggshell-quality,Philippines,2018,1512,22 weeks,,,controlled-trial,5,Older-layer peak-performance trial,"Ovostrong improved production, shell quality, feed efficiency and profitability in older layers.",2,Day production/hen,51.8,55.58,%,,60|61,Science in the Field Booklet.pdf
ovostrong-layer-philippines-2018,ovostrong,Ovostrong,,layer,egg-performance|eggshell-quality,Philippines,2018,1512,22 weeks,,,controlled-trial,5,Older-layer peak-performance trial,"Ovostrong improved production, shell quality, feed efficiency and profitability in older layers.",3,House production,47.8,51.92,%,,60|61,Science in the Field Booklet.pdf
ovostrong-layer-philippines-2018,ovostrong,Ovostrong,,layer,egg-performance|eggshell-quality,Philippines,2018,1512,22 weeks,,,controlled-trial,5,Older-layer peak-performance trial,"Ovostrong improved production, shell quality, feed efficiency and profitability in older layers.",4,Shell thickness,0.322,0.3345,mm,,60|61,Science in the Field Booklet.pdf
ovostrong-layer-philippines-2018,ovostrong,Ovostrong,,layer,egg-performance|eggshell-quality,Philippines,2018,1512,22 weeks,,,controlled-trial,5,Older-layer peak-performance trial,"Ovostrong improved production, shell quality, feed efficiency and profitability in older layers.",5,Feed efficiency,,2.41,kg/12 eggs,,60|61,Science in the Field Booklet.pdf
ovostrong-layer-philippines-2018,ovostrong,Ovostrong,,layer,egg-performance|eggshell-quality,Philippines,2018,1512,22 weeks,,,controlled-trial,5,Older-layer peak-performance trial,"Ovostrong improved production, shell quality, feed efficiency and profitability in older layers.",6,Net profit,526.44,704.83,EUR,,60|61,Science in the Field Booklet.pdf
ovostrong-layer-philippines-2019,ovostrong,Ovostrong,,layer,egg-performance|eggshell-quality|mortality,Philippines,2019,23934,6 weeks,1 kg/ton,,field-trial,4,"23,934-layer competitor comparison",Ovostrong improved egg-quality outcomes and lowered mortality versus competing products.,1,House1 defective eggs,,,percentage points,-1.52 pp,62|63,Science in the Field Booklet.pdf
ovostrong-layer-philippines-2019,ovostrong,Ovostrong,,layer,egg-performance|eggshell-quality|mortality,Philippines,2019,23934,6 weeks,1 kg/ton,,field-trial,4,"23,934-layer competitor comparison",Ovostrong improved egg-quality outcomes and lowered mortality versus competing products.,2,House1 mortality,1.05,0.92,%,,62|63,Science in the Field Booklet.pdf
ovostrong-layer-philippines-2019,ovostrong,Ovostrong,,layer,egg-performance|eggshell-quality|mortality,Philippines,2019,23934,6 weeks,1 kg/ton,,field-trial,4,"23,934-layer competitor comparison",Ovostrong improved egg-quality outcomes and lowered mortality versus competing products.,3,House2 total eggs,229238,241765,eggs,,62|63,Science in the Field Booklet.pdf
ovostrong-layer-philippines-2019,ovostrong,Ovostrong,,layer,egg-performance|eggshell-quality|mortality,Philippines,2019,23934,6 weeks,1 kg/ton,,field-trial,4,"23,934-layer competitor comparison",Ovostrong improved egg-quality outcomes and lowered mortality versus competing products.,4,House2 mortality,0.65,0.52,%,,62|63,Science in the Field Booklet.pdf
ovostrong-layer-korea-2014,ovostrong,Ovostrong,,layer,eggshell-quality|egg-performance,South Korea,2014,10000,8 weeks,1 kg/ton for 4 weeks,,field-trial,4,Broken-egg and production trial,Ovostrong-treated hens maintained fewer broken eggs and produced more eggs at the end.,1,Broken eggs week 51,4.4,2.4,%,,64|65,Science in the Field Booklet.pdf
ovostrong-layer-korea-2014,ovostrong,Ovostrong,,layer,eggshell-quality|egg-performance,South Korea,2014,10000,8 weeks,1 kg/ton for 4 weeks,,field-trial,4,Broken-egg and production trial,Ovostrong-treated hens maintained fewer broken eggs and produced more eggs at the end.,2,Collected eggs final day,4129,4223,eggs,,64|65,Science in the Field Booklet.pdf
pro-start-piglet-korea-2023,pro-start,Pro-Start,,swine,calf-piglet-start|gut-health|antibiotic-reduction|mortality,South Korea,2023,252,,,,field-trial,5,Newborn-piglet diarrhea trial vs Ceftiofur,Pro-Start piglets had markedly lower diarrhea incidence than the Ceftiofur comparison group.,1,Diarrhea incidence,52.3,23.4,%,,66|67,Science in the Field Booklet.pdf
pro-start-piglet-korea-2023,pro-start,Pro-Start,,swine,calf-piglet-start|gut-health|antibiotic-reduction|mortality,South Korea,2023,252,,,,field-trial,5,Newborn-piglet diarrhea trial vs Ceftiofur,Pro-Start piglets had markedly lower diarrhea incidence than the Ceftiofur comparison group.,2,Piglets without diarrhea,61,95,piglets,,66|67,Science in the Field Booklet.pdf
renal-cleaner-broiler-iran-2019,renal-cleaner,Renal Cleaner,,broiler,liver-kidney-stress|fcr-weight-gain|antibiotic-reduction,Iran,2019,20000,45-46 days,,,field-trial,4,"20,000-broiler performance and antibiotic-use trial",Renal Cleaner groups finished heavier with higher feed intake; one comparison cycle used doxycycline in control but not treatment.,1,Feed advantage cycle1,,285,g/bird,,68|69,Science in the Field Booklet.pdf
renal-cleaner-broiler-iran-2019,renal-cleaner,Renal Cleaner,,broiler,liver-kidney-stress|fcr-weight-gain|antibiotic-reduction,Iran,2019,20000,45-46 days,,,field-trial,4,"20,000-broiler performance and antibiotic-use trial",Renal Cleaner groups finished heavier with higher feed intake; one comparison cycle used doxycycline in control but not treatment.,2,BW advantage cycle1,,160,g/bird,,68|69,Science in the Field Booklet.pdf
renal-cleaner-broiler-iran-2019,renal-cleaner,Renal Cleaner,,broiler,liver-kidney-stress|fcr-weight-gain|antibiotic-reduction,Iran,2019,20000,45-46 days,,,field-trial,4,"20,000-broiler performance and antibiotic-use trial",Renal Cleaner groups finished heavier with higher feed intake; one comparison cycle used doxycycline in control but not treatment.,3,Feed advantage cycle2,,300,g/bird,,68|69,Science in the Field Booklet.pdf
renal-cleaner-broiler-iran-2019,renal-cleaner,Renal Cleaner,,broiler,liver-kidney-stress|fcr-weight-gain|antibiotic-reduction,Iran,2019,20000,45-46 days,,,field-trial,4,"20,000-broiler performance and antibiotic-use trial",Renal Cleaner groups finished heavier with higher feed intake; one comparison cycle used doxycycline in control but not treatment.,4,BW advantage cycle2,,172,g/bird,,68|69,Science in the Field Booklet.pdf
tannifit-plus-piglet-thailand-2023,tannifit-plus,TanniFit Plus,,swine,calf-piglet-start|gut-health|mortality|antibiotic-reduction,Thailand,2023,212,5 days,,,controlled-field-trial,5,Neonatal diarrhea and mortality trial,TanniFit Plus produced fewer diarrhea cases and deaths than the Colistin comparison group.,1,Diarrhea cases day5,51,9,piglets,,70|71,Science in the Field Booklet.pdf
tannifit-plus-piglet-thailand-2023,tannifit-plus,TanniFit Plus,,swine,calf-piglet-start|gut-health|mortality|antibiotic-reduction,Thailand,2023,212,5 days,,,controlled-field-trial,5,Neonatal diarrhea and mortality trial,TanniFit Plus produced fewer diarrhea cases and deaths than the Colistin comparison group.,2,Deaths day5,10,3,piglets,,70|71,Science in the Field Booklet.pdf
tannifit-plus-dry-calf-germany-2024-a,tannifit-plus-dry,TanniFit Plus Dry,,ruminant,calf-piglet-start|gut-health,Germany,2024,10,5 days,20 g/head/day,,small-field-trial,2,Calf diarrhea-severity trial,All treated calves were free of diarrhea signs by day 5.,1,Day5 treated diarrhea,,0,of 5,,72|73,Science in the Field Booklet.pdf
tannifit-plus-dry-calf-germany-2024-a,tannifit-plus-dry,TanniFit Plus Dry,,ruminant,calf-piglet-start|gut-health,Germany,2024,10,5 days,20 g/head/day,,small-field-trial,2,Calf diarrhea-severity trial,All treated calves were free of diarrhea signs by day 5.,2,Day5 control diarrhea,2,,of 5,,72|73,Science in the Field Booklet.pdf
tannifit-plus-dry-calf-germany-2024-b,tannifit-plus-dry,TanniFit Plus Dry,,ruminant,calf-piglet-start|gut-health,Germany,2024,8,5 days,20 g/head/day,,small-field-trial,2,Second calf diarrhea field cycle,All five treated calves were free of diarrhea signs by day 5.,1,Day5 treated diarrhea,,0,of 5,,74|75,Science in the Field Booklet.pdf
tannifit-plus-dry-calf-germany-2024-b,tannifit-plus-dry,TanniFit Plus Dry,,ruminant,calf-piglet-start|gut-health,Germany,2024,8,5 days,20 g/head/day,,small-field-trial,2,Second calf diarrhea field cycle,All five treated calves were free of diarrhea signs by day 5.,2,Day5 control diarrhea,2,,of 3,,74|75,Science in the Field Booklet.pdf
turbo-fluid-broiler-pakistan-2006,turbo-fluid,Turbo Fluid,,broiler,heat-stress|mortality|fcr-weight-gain,Pakistan,2006,7500,45 days,1 L/ton water,,field-trial,4,"7,500-broiler production trial",Turbo Fluid-treated broilers finished heavier and with lower mortality.,1,Mortality,3.97,3.12,%,,76|77,Science in the Field Booklet.pdf
turbo-fluid-broiler-pakistan-2006,turbo-fluid,Turbo Fluid,,broiler,heat-stress|mortality|fcr-weight-gain,Pakistan,2006,7500,45 days,1 L/ton water,,field-trial,4,"7,500-broiler production trial",Turbo Fluid-treated broilers finished heavier and with lower mortality.,2,Dead birds,149,117,birds,,76|77,Science in the Field Booklet.pdf
turbo-fluid-broiler-pakistan-2006,turbo-fluid,Turbo Fluid,,broiler,heat-stress|mortality|fcr-weight-gain,Pakistan,2006,7500,45 days,1 L/ton water,,field-trial,4,"7,500-broiler production trial",Turbo Fluid-treated broilers finished heavier and with lower mortality.,3,Average BW,1838,1925,g,,76|77,Science in the Field Booklet.pdf
turbo-grow-broiler-bangladesh-2016,turbo-grow,Turbo Grow,Turbo Tox,broiler,fcr-weight-gain|mortality|gut-health|mycotoxins,Bangladesh,2016,,42 days,,,field-trial,5,Two-location broiler performance trial,Turbo Grow improved weight gain and FCR and substantially reduced mortality at two Bangladesh locations.,1,BW gain Tangail,,,%,+5.89%,78|79,Science in the Field Booklet.pdf
turbo-grow-broiler-bangladesh-2016,turbo-grow,Turbo Grow,Turbo Tox,broiler,fcr-weight-gain|mortality|gut-health|mycotoxins,Bangladesh,2016,,42 days,,,field-trial,5,Two-location broiler performance trial,Turbo Grow improved weight gain and FCR and substantially reduced mortality at two Bangladesh locations.,2,FCR Tangail,,,%,-3.87%,78|79,Science in the Field Booklet.pdf
turbo-grow-broiler-bangladesh-2016,turbo-grow,Turbo Grow,Turbo Tox,broiler,fcr-weight-gain|mortality|gut-health|mycotoxins,Bangladesh,2016,,42 days,,,field-trial,5,Two-location broiler performance trial,Turbo Grow improved weight gain and FCR and substantially reduced mortality at two Bangladesh locations.,3,Mortality Tangail,,,%,-76.92%,78|79,Science in the Field Booklet.pdf
turbo-grow-broiler-bangladesh-2016,turbo-grow,Turbo Grow,Turbo Tox,broiler,fcr-weight-gain|mortality|gut-health|mycotoxins,Bangladesh,2016,,42 days,,,field-trial,5,Two-location broiler performance trial,Turbo Grow improved weight gain and FCR and substantially reduced mortality at two Bangladesh locations.,4,BW gain Maijdee,,,%,+4.65%,78|79,Science in the Field Booklet.pdf
turbo-grow-broiler-bangladesh-2016,turbo-grow,Turbo Grow,Turbo Tox,broiler,fcr-weight-gain|mortality|gut-health|mycotoxins,Bangladesh,2016,,42 days,,,field-trial,5,Two-location broiler performance trial,Turbo Grow improved weight gain and FCR and substantially reduced mortality at two Bangladesh locations.,5,FCR Maijdee,,,%,-16.75%,78|79,Science in the Field Booklet.pdf
turbo-grow-broiler-bangladesh-2016,turbo-grow,Turbo Grow,Turbo Tox,broiler,fcr-weight-gain|mortality|gut-health|mycotoxins,Bangladesh,2016,,42 days,,,field-trial,5,Two-location broiler performance trial,Turbo Grow improved weight gain and FCR and substantially reduced mortality at two Bangladesh locations.,6,Mortality Maijdee,,,%,-62.68%,78|79,Science in the Field Booklet.pdf
turbo-grow-broiler-nigeria-2021,turbo-grow,Turbo Grow,,broiler,fcr-weight-gain|gut-health|carcass-quality|antibiotic-reduction,Nigeria,2021,70,42 days,1 g/kg feed,,controlled-trial,5,"Broiler FCR, gut and meat-quality trial","Turbo Grow improved FCR, intestinal microbiology, gut morphology and meat-quality measures.",1,Starter FCR,2.31,2.16,ratio,-6.49%,82|83,Science in the Field Booklet.pdf
turbo-grow-broiler-nigeria-2021,turbo-grow,Turbo Grow,,broiler,fcr-weight-gain|gut-health|carcass-quality|antibiotic-reduction,Nigeria,2021,70,42 days,1 g/kg feed,,controlled-trial,5,"Broiler FCR, gut and meat-quality trial","Turbo Grow improved FCR, intestinal microbiology, gut morphology and meat-quality measures.",2,Finisher FCR,2.14,1.38,ratio,-35.51%,82|83,Science in the Field Booklet.pdf
turbo-grow-broiler-nigeria-2021,turbo-grow,Turbo Grow,,broiler,fcr-weight-gain|gut-health|carcass-quality|antibiotic-reduction,Nigeria,2021,70,42 days,1 g/kg feed,,controlled-trial,5,"Broiler FCR, gut and meat-quality trial","Turbo Grow improved FCR, intestinal microbiology, gut morphology and meat-quality measures.",3,E. coli,0.76,0.71,CFU×10^5,-6.6%,82|83,Science in the Field Booklet.pdf
turbo-grow-broiler-nigeria-2021,turbo-grow,Turbo Grow,,broiler,fcr-weight-gain|gut-health|carcass-quality|antibiotic-reduction,Nigeria,2021,70,42 days,1 g/kg feed,,controlled-trial,5,"Broiler FCR, gut and meat-quality trial","Turbo Grow improved FCR, intestinal microbiology, gut morphology and meat-quality measures.",4,Salmonella,0.32,0.28,CFU×10^5,-12.5%,82|83,Science in the Field Booklet.pdf
turbo-grow-broiler-nigeria-2021,turbo-grow,Turbo Grow,,broiler,fcr-weight-gain|gut-health|carcass-quality|antibiotic-reduction,Nigeria,2021,70,42 days,1 g/kg feed,,controlled-trial,5,"Broiler FCR, gut and meat-quality trial","Turbo Grow improved FCR, intestinal microbiology, gut morphology and meat-quality measures.",5,LAB,0.45,0.61,CFU×10^5,+35.5%,82|83,Science in the Field Booklet.pdf
turbo-grow-broiler-nigeria-2021,turbo-grow,Turbo Grow,,broiler,fcr-weight-gain|gut-health|carcass-quality|antibiotic-reduction,Nigeria,2021,70,42 days,1 g/kg feed,,controlled-trial,5,"Broiler FCR, gut and meat-quality trial","Turbo Grow improved FCR, intestinal microbiology, gut morphology and meat-quality measures.",6,Breast yield,22.93,26.22,%,,82|83,Science in the Field Booklet.pdf
turbo-grow-broiler-nigeria-2021,turbo-grow,Turbo Grow,,broiler,fcr-weight-gain|gut-health|carcass-quality|antibiotic-reduction,Nigeria,2021,70,42 days,1 g/kg feed,,controlled-trial,5,"Broiler FCR, gut and meat-quality trial","Turbo Grow improved FCR, intestinal microbiology, gut morphology and meat-quality measures.",7,TBARS,0.22,0.13,mg MDA/100g,-41%,82|83,Science in the Field Booklet.pdf
turbo-grow-dairy-morocco-2020,turbo-grow,Turbo Grow,Turbo Tox,ruminant,milk-yield|mycotoxins|fcr-weight-gain,Morocco,2020,535,18 days,100 g/cow/day,,field-trial,4,535-Holstein milk-yield comparison,Turbo Grow produced the highest average milk yield among the tested additive groups.,1,Milk-yield advantage,,~+1.3 to >2.0,L/cow/day vs competitors,,86|87,Science in the Field Booklet.pdf
turbo-grow-layer-peru-2019,turbo-grow,Turbo Grow,Turbo Tox,layer,egg-performance|fcr-weight-gain|mycotoxins,Peru,2019,3000,12 weeks,1 kg/ton feed,,field-trial,4,Layer performance and ROI trial,"Turbo Grow improved production economics, including egg output and feed efficiency.",1,ROI,,3.29,EUR return per EUR invested,,92|93,Science in the Field Booklet.pdf
turbo-grow-layer-peru-2019,turbo-grow,Turbo Grow,Turbo Tox,layer,egg-performance|fcr-weight-gain|mycotoxins,Peru,2019,3000,12 weeks,1 kg/ton feed,,field-trial,4,Layer performance and ROI trial,"Turbo Grow improved production economics, including egg output and feed efficiency.",2,Egg output/FCR,,,,Higher egg production and egg mass; improved feed conversion reported,92|93,Science in the Field Booklet.pdf
turbo-grow-piglet-philippines,turbo-grow,Turbo Grow,,swine,mycotoxins|mortality|calf-piglet-start,Philippines,,,,,,field-observation,2,Zearalenone-associated piglet field case,Turbo Grow supplementation was followed by lower vulvovaginitis and tremor incidence.,1,Tremors September,,6,"of 2,205 born alive",,96|97,Science in the Field Booklet.pdf
turbo-grow-piglet-philippines,turbo-grow,Turbo Grow,,swine,mycotoxins|mortality|calf-piglet-start,Philippines,,,,,,field-observation,2,Zearalenone-associated piglet field case,Turbo Grow supplementation was followed by lower vulvovaginitis and tremor incidence.,2,Tremors October,,0,cases,,96|97,Science in the Field Booklet.pdf
turbo-grow-piglet-philippines,turbo-grow,Turbo Grow,,swine,mycotoxins|mortality|calf-piglet-start,Philippines,,,,,,field-observation,2,Zearalenone-associated piglet field case,Turbo Grow supplementation was followed by lower vulvovaginitis and tremor incidence.,3,Vulvovaginitis,,,,Decreased and remained low,96|97,Science in the Field Booklet.pdf
turbo-grow-pig-philippines-2016,turbo-grow,Turbo Grow,,swine,fcr-weight-gain|mortality,Philippines,2016,1000,70 days,1 kg/ton feed,,field-trial,4,"1,000-pig nursery/starter trial",Turbo Grow improved feed conversion and lowered mortality through nursery and starter.,1,FCR improvement,,0.17,points,,98|99,Science in the Field Booklet.pdf
turbo-grow-pig-philippines-2016,turbo-grow,Turbo Grow,,swine,fcr-weight-gain|mortality,Philippines,2016,1000,70 days,1 kg/ton feed,,field-trial,4,"1,000-pig nursery/starter trial",Turbo Grow improved feed conversion and lowered mortality through nursery and starter.,2,Mortality improvement,,2,percentage points,,98|99,Science in the Field Booklet.pdf
yuccamax-broiler-layer-syria-2010,yuccamax,Yuccamax,,broiler|layer,water-quality|gut-health|mortality|egg-performance,Syria,2010,,Layers 7 days; broilers 8 days,0.5 mL/L water,,field-trial,4,Broiler and layer field trial,Yuccamax reduced broiler mortality and increased layer egg production.,1,Layer egg production,,,%,+12%,100|101,Science in the Field Booklet.pdf
yuccamax-broiler-layer-syria-2010,yuccamax,Yuccamax,,broiler|layer,water-quality|gut-health|mortality|egg-performance,Syria,2010,,Layers 7 days; broilers 8 days,0.5 mL/L water,,field-trial,4,Broiler and layer field trial,Yuccamax reduced broiler mortality and increased layer egg production.,2,Broiler mortality,,,%,-43.16%,100|101,Science in the Field Booklet.pdf
yuccamax-broiler-turkiye-2009,yuccamax,Yuccamax,,broiler,water-quality|gut-health|fcr-weight-gain,Türkiye,2009,,6 weeks,,,field-trial,4,Broiler final-weight and FCR trial,Yuccamax-treated broilers finished heavier and with improved FCR.,1,Final weight,2440,2510,g,,102|103,Science in the Field Booklet.pdf
yuccamax-broiler-turkiye-2009,yuccamax,Yuccamax,,broiler,water-quality|gut-health|fcr-weight-gain,Türkiye,2009,,6 weeks,,,field-trial,4,Broiler final-weight and FCR trial,Yuccamax-treated broilers finished heavier and with improved FCR.,2,FCR,1.72,1.7,ratio,,102|103,Science in the Field Booklet.pdf
zincotin-breeder-iran-2019,zincotin,Zincotin,,broiler,egg-performance|eggshell-quality|leg-problems,Iran,2019,30278,Weeks 40-67,,,field-trial,4,"30,278-breeder hatchability trial",Zincotin improved hatchability and egg-production measures in broiler breeders.,1,Hatchability,75.72,77.11,%,+1.39 pp,104|105,Science in the Field Booklet.pdf
zincotin-breeder-iran-2019,zincotin,Zincotin,,broiler,egg-performance|eggshell-quality|leg-problems,Iran,2019,30278,Weeks 40-67,,,field-trial,4,"30,278-breeder hatchability trial",Zincotin improved hatchability and egg-production measures in broiler breeders.,2,Egg production,,,%,+1.06%,104|105,Science in the Field Booklet.pdf
zincotin-breeder-iran-2019,zincotin,Zincotin,,broiler,egg-performance|eggshell-quality|leg-problems,Iran,2019,30278,Weeks 40-67,,,field-trial,4,"30,278-breeder hatchability trial",Zincotin improved hatchability and egg-production measures in broiler breeders.,3,Suitable hatchery eggs,,,%,+0.29%,104|105,Science in the Field Booklet.pdf
